name,sex,weight_class,deadlift_style,best3_deadlift_kg,total_kg,deadlift_fraction
Karlina Tongotea,F,76,Conventional,255.0,612.5,0.4163265306122449
Karlina Tongotea,F,nan,Conventional,252.5,610.5,0.4135954135954136
Karlina Tongotea,F,nan,Conventional,250.0,593.5,0.42122999157540014
Karlina Tongotea,F,76,Conventional,245.0,593.0,0.4131534569983137
Karlina Tongotea,F,76,Conventional,245.0,592.5,0.41350210970464135
Sophia Ellis,F,76,Sumo,245.0,542.5,0.45161290322580644
Sophia Ellis,F,76,Sumo,240.0,527.5,0.4549763033175355
Sophia Ellis,F,76,Sumo,240.0,540.0,0.4444444444444444
Sophia Ellis,F,76,Sumo,230.0,532.5,0.431924882629108
Sophia Ellis,F,76,Sumo,227.5,490.0,0.4642857142857143
Sophia Ellis,F,76,Sumo,225.0,512.5,0.43902439024390244
Sami DePass,F,76,Conventional,240.0,567.5,0.42290748898678415
Sami DePass,F,76,Conventional,227.5,532.5,0.4272300469483568
Clara Peyraud,F,76,Sumo,242.5,560.0,0.4330357142857143
Clara Peyraud,F,76,Sumo,237.5,555.0,0.42792792792792794
Clara Peyraud,F,nan,Sumo,235.0,555.0,0.42342342342342343
Clara Peyraud,F,69,Sumo,227.5,530.0,0.42924528301886794
Clara Peyraud,F,69,Sumo,215.0,502.5,0.42786069651741293
Clara Peyraud,F,69,Sumo,212.5,497.5,0.4271356783919598
Clara Peyraud,F,69,Sumo,206.5,481.5,0.4288681204569055
Clara Peyraud,F,72,Sumo,182.5,417.5,0.437125748502994
Alexis Jones #1,F,84+,Conventional,262.5,704.5,0.37260468417317244
Jewel Tasi,F,nan,Conventional,255.0,677.5,0.3763837638376384
Jewel Tasi,F,84+,Conventional,255.0,672.5,0.379182156133829
Jewel Tasi,F,84+,Conventional,242.5,647.5,0.3745173745173745
Bonica Brown,F,nan,Sumo,252.5,680.0,0.3713235294117647
Bonica Brown,F,84+,Sumo,247.0,671.5,0.3678332092330603
Bonica Brown,F,84+,Sumo,242.5,668.5,0.36275243081525804
Bonica Brown,F,84+,Sumo,235.0,640.0,0.3671875
Bonica Brown,F,84+,Sumo,232.5,646.0,0.35990712074303405
Bonica Brown,F,84+,Sumo,227.5,647.5,0.35135135135135137
Bonica Brown,F,84+,Sumo,222.5,615.5,0.36149471974004876
Bonica Brown,F,84+,Sumo,220.0,615.0,0.35772357723577236
Bonica Brown,F,84+,Sumo,217.5,560.0,0.38839285714285715
Bonica Brown,F,84+,Sumo,120.0,470.0,0.2553191489361702
Amélie Mierger,F,84+,Sumo,240.0,651.5,0.3683806600153492
Amélie Mierger,F,84+,Sumo,232.5,642.5,0.36186770428015563
Amélie Mierger,F,84+,Sumo,230.0,638.0,0.3605015673981191
Amélie Mierger,F,84+,Sumo,225.0,587.5,0.3829787234042553
Amélie Mierger,F,84+,Sumo,222.5,600.0,0.37083333333333335
Ziana Azariah,F,nan,Conventional,270.0,617.5,0.43724696356275305
Ziana Azariah,F,84,Conventional,269.5,607.0,0.4439868204283361
Ziana Azariah,F,84,Conventional,262.5,592.5,0.4430379746835443
Ziana Azariah,F,84,Conventional,247.5,557.5,0.4439461883408072
Ziana Azariah,F,84,Conventional,240.0,537.5,0.44651162790697674
Ziana Azariah,F,84,Conventional,235.0,532.5,0.4413145539906103
Erholove Izobodo-John,F,84,Sumo,253.0,565.5,0.4473916887709991
Daniella Melo,F,84,Sumo,246.0,613.0,0.401305057096248
Daniella Melo,F,84,Sumo,230.5,571.0,0.40367775831873903
Daniella Melo,F,84,Sumo,207.5,531.5,0.39040451552210725
Sophia Veiras,F,63,Sumo,152.5,372.5,0.40939597315436244
Gwen Marsden,F,43,Conventional,150.5,348.0,0.4324712643678161
Gwen Marsden,F,47,Conventional,150.0,365.0,0.410958904109589
Gwen Marsden,F,47,Conventional,125.0,302.5,0.4132231404958678
Sanchez Dillon,M,105,Conventional,400.0,867.5,0.4610951008645533
Sanchez Dillon,M,105,Conventional,392.5,867.5,0.45244956772334294
Sanchez Dillon,M,nan,Conventional,391.0,873.5,0.44762449914138525
Etienne El Chaer,M,120,Conventional,396.0,958.5,0.4131455399061033
Etienne El Chaer,M,120,Conventional,390.0,962.5,0.4051948051948052
Etienne El Chaer,M,nan,Conventional,385.0,950.0,0.4052631578947368
Etienne El Chaer,M,120,Conventional,378.5,926.0,0.4087473002159827
Etienne El Chaer,M,120,Conventional,355.0,887.0,0.40022547914317924
Kjell Egil Bakkelund,M,nan,Sumo,340.0,815.0,0.4171779141104294
Kjell Egil Bakkelund,M,74,Sumo,332.5,812.5,0.40923076923076923
Kjell Egil Bakkelund,M,74,Sumo,322.0,757.0,0.42536327608982827
Kjell Egil Bakkelund,M,74,Sumo,317.5,760.0,0.41776315789473684
Kjell Egil Bakkelund,M,nan,Sumo,317.5,775.0,0.4096774193548387
Kjell Egil Bakkelund,M,nan,Sumo,317.5,770.0,0.41233766233766234
Kjell Egil Bakkelund,M,74,Sumo,312.5,732.5,0.42662116040955633
Kjell Egil Bakkelund,M,66,Sumo,310.0,742.5,0.4175084175084175
Tuan-Hien Tran,M,66,Sumo,307.5,632.5,0.48616600790513836
Tuan-Hien Tran,M,66,Sumo,292.5,625.0,0.468
Chris Yip,M,66,Sumo,302.5,660.0,0.4583333333333333
Allan Duong Dinh Hy,M,59,Sumo,286.0,586.0,0.4880546075085324
Allan Duong Dinh Hy,M,53,Sumo,246.5,496.5,0.49647532729103727
Iván Campano Díaz,M,59,Sumo,275.0,637.5,0.43137254901960786
Iván Campano Díaz,M,nan,Sumo,270.0,642.5,0.42023346303501946
Iván Campano Díaz,M,59,Sumo,262.5,602.5,0.43568464730290457
Iván Campano Díaz,M,59,Sumo,260.0,597.5,0.4351464435146444
Iván Campano Díaz,M,59,Sumo,257.5,600.0,0.42916666666666664
Iván Campano Díaz,M,59,Sumo,247.5,565.0,0.43805309734513276
Iván Campano Díaz,M,59,Sumo,240.0,582.5,0.41201716738197425
Derek Ng,M,59,Sumo,275.0,547.5,0.502283105022831
Derek Ng,M,59,Sumo,260.0,527.5,0.4928909952606635
Zuzanna Mazur,F,76,Sumo,250.5,575.5,0.43527367506516074
Zuzanna Mazur,F,76,Sumo,220.0,515.0,0.42718446601941745
Zuzanna Mazur,F,76,Sumo,205.5,493.0,0.41683569979716023
Chandler Babb,F,69,Conventional,247.5,570.0,0.4342105263157895
Chandler Babb,F,69,Conventional,235.0,535.0,0.4392523364485981
Chandler Babb,F,69,Conventional,230.0,530.0,0.4339622641509434
Janee Kovacs,F,69,Sumo,235.0,550.0,0.42727272727272725
Chiara Bernardi,F,63,Sumo,232.5,560.0,0.41517857142857145
Chiara Bernardi,F,63,Sumo,222.5,540.0,0.41203703703703703
Chiara Bernardi,F,63,Sumo,220.0,520.0,0.4230769230769231
Chiara Bernardi,F,63,Sumo,210.0,505.0,0.4158415841584158
Chiara Bernardi,F,63,Sumo,210.0,505.5,0.41543026706231456
Chiara Bernardi,F,63,Sumo,205.0,502.5,0.4079601990049751
Marlit Fuentes,F,43,Sumo,151.0,349.5,0.43204577968526464
Aimene Ibrahim El Khalil Nouari,M,93,Conventional,367.5,862.5,0.4260869565217391
Temur Samkharadze,M,120+,Conventional,411.0,1043.5,0.39386679444178246
Temur Samkharadze,M,nan,Conventional,410.5,1086.5,0.37781868384721584
Temur Samkharadze,M,120+,Conventional,402.5,1087.5,0.3701149425287356
Temur Samkharadze,M,nan,Conventional,395.0,990.0,0.398989898989899
Temur Samkharadze,M,120+,Conventional,388.0,1008.0,0.38492063492063494
Temur Samkharadze,M,120+,Conventional,385.5,995.5,0.38724259166248115
Temur Samkharadze,M,120+,Conventional,382.5,982.5,0.3893129770992366
Temur Samkharadze,M,120+,Conventional,370.0,960.0,0.3854166666666667
Temur Samkharadze,M,120+,Conventional,362.5,912.5,0.3972602739726027
Ray Williams #1,M,120+,Conventional,398.5,1083.5,0.3677895708352561
Ray Williams #1,M,120+,Conventional,377.5,1090.0,0.3463302752293578
Ray Williams #1,M,120+,Conventional,360.0,1043.0,0.3451581975071908
Ray Williams #1,M,120+,Conventional,340.0,1000.5,0.33983008495752126
Ray Williams #1,M,120+,Conventional,325.0,972.5,0.3341902313624679
Jesus Olivares,M,nan,Conventional,410.0,1152.5,0.3557483731019523
Jesus Olivares,M,120+,Conventional,395.0,1112.5,0.3550561797752809
Jesus Olivares,M,nan,Conventional,385.0,1112.5,0.34606741573033706
Jesus Olivares,M,nan,Conventional,380.0,1113.0,0.3414195867026056
Jesus Olivares,M,120+,Conventional,375.0,1080.0,0.3472222222222222
Jesus Olivares,M,120+,Conventional,370.0,1070.0,0.34579439252336447
Jesus Olivares,M,120+,Conventional,365.0,1045.0,0.3492822966507177
Jesus Olivares,M,120+,Conventional,352.5,1022.5,0.34474327628361856
Krzysztof Wierzbicki,M,105,Sumo,390.5,895.5,0.4360692350642099
Krzysztof Wierzbicki,M,105,Sumo,380.0,885.0,0.4293785310734463
Krzysztof Wierzbicki,M,93,Sumo,372.5,847.5,0.43952802359882004
Krzysztof Wierzbicki,M,105,Sumo,365.0,862.5,0.42318840579710143
Krzysztof Wierzbicki,M,93,Sumo,360.0,767.5,0.46905537459283386
Krzysztof Wierzbicki,M,93,Sumo,355.0,810.0,0.4382716049382716
Krzysztof Wierzbicki,M,93,Sumo,355.0,832.5,0.4264264264264264
Krzysztof Wierzbicki,M,93,Sumo,330.0,765.0,0.43137254901960786
Inderraj Singh Dhillon,M,120,Conventional,386.0,906.0,0.4260485651214128
Inderraj Singh Dhillon,M,120,Conventional,375.0,892.5,0.42016806722689076
Nonso Chinye,M,120,Conventional,390.0,952.5,0.4094488188976378
Nonso Chinye,M,120,Conventional,385.5,938.0,0.4109808102345416
Nonso Chinye,M,120,Conventional,360.5,851.5,0.42337052260716385
Nonso Chinye,M,105,Conventional,330.0,730.0,0.4520547945205479
Bryce Krawczyk,M,120,Sumo,385.5,895.5,0.4304857621440536
Bryce Krawczyk,M,120,Sumo,372.5,875.0,0.4257142857142857
Bryce Krawczyk,M,120,Sumo,365.0,892.5,0.40896358543417366
Bryce Krawczyk,M,105,Sumo,360.0,837.5,0.4298507462686567
Bryce Krawczyk,M,105,Sumo,357.5,840.0,0.4255952380952381
Emil Norling,M,105,Conventional,377.5,912.5,0.4136986301369863
Emil Norling,M,nan,Conventional,375.0,915.0,0.4098360655737705
Emil Norling,M,105,Conventional,370.0,905.0,0.4088397790055249
Emil Norling,M,105,Conventional,370.0,935.0,0.39572192513368987
Emil Norling,M,105,Conventional,367.5,905.0,0.40607734806629836
Emil Norling,M,105,Conventional,367.5,905.0,0.40607734806629836
Emil Norling,M,nan,Conventional,362.5,922.5,0.39295392953929537
Emil Norling,M,105,Conventional,355.0,862.5,0.4115942028985507
Enahoro Asein,M,nan,Sumo,377.5,817.5,0.4617737003058104
Enahoro Asein,M,83,Sumo,372.5,827.5,0.4501510574018127
Enahoro Asein,M,83,Sumo,370.5,805.5,0.45996275605214154
Enahoro Asein,M,83,Sumo,367.5,807.5,0.4551083591331269
Enahoro Asein,M,83,Sumo,362.5,780.0,0.46474358974358976
Enahoro Asein,M,83,Sumo,336.0,701.0,0.4793152639087018
Nick Manders,M,83,Sumo,367.5,797.5,0.4608150470219436
Nick Manders,M,83,Sumo,350.0,780.0,0.44871794871794873
Sascha Stendebach,M,93,Conventional,365.0,862.5,0.42318840579710143
Sascha Stendebach,M,93,Conventional,360.0,832.5,0.43243243243243246
Sascha Stendebach,M,93,Conventional,292.5,712.5,0.4105263157894737
Nathaniel Massiah,M,93,Conventional,360.5,845.5,0.42637492607924304
Nathaniel Massiah,M,105,Conventional,360.0,895.0,0.4022346368715084
Nathaniel Massiah,M,nan,Conventional,342.5,812.5,0.42153846153846153
Nathaniel Massiah,M,93,Conventional,340.0,802.5,0.4236760124610592
Timothy Monigatti,M,nan,Sumo,331.0,789.5,0.41925269157694744
Timothy Monigatti,M,74,Sumo,330.0,790.0,0.4177215189873418
Timothy Monigatti,M,74,Sumo,324.5,778.0,0.4170951156812339
Timothy Monigatti,M,83,Sumo,305.0,765.0,0.39869281045751637
Timothy Monigatti,M,83,Sumo,305.0,780.0,0.391025641025641
Timothy Monigatti,M,83,Sumo,295.0,732.5,0.40273037542662116
Timothy Monigatti,M,74,Sumo,290.5,688.0,0.42223837209302323
Carl Johansson,M,83,Sumo,332.5,807.5,0.4117647058823529
Carl Johansson,M,nan,Sumo,330.5,785.5,0.4207511139401655
Carl Johansson,M,74,Sumo,328.0,778.0,0.42159383033419023
Carl Johansson,M,74,Sumo,300.0,717.5,0.4181184668989547
Carl Johansson,M,74,Sumo,297.5,702.5,0.4234875444839858
Austin Perkins #1,M,74,Sumo,325.0,836.0,0.388755980861244
Austin Perkins #1,M,74,Sumo,325.0,842.5,0.3857566765578635
Austin Perkins #1,M,nan,Sumo,320.0,843.0,0.37959667852906287
Austin Perkins #1,M,74,Sumo,307.5,737.5,0.41694915254237286
Kyle Nowak #1,M,66,Conventional,302.5,667.5,0.45318352059925093
Kyle Nowak #1,M,66,Conventional,260.0,580.0,0.4482758620689655
Brian Le #1,M,66,Sumo,300.5,695.5,0.43206326383896476
Kasemsand Senumong,M,nan,Sumo,300.0,715.0,0.4195804195804196
Kasemsand Senumong,M,66,Sumo,297.5,707.5,0.4204946996466431
Kasemsand Senumong,M,66,Sumo,280.0,657.5,0.42585551330798477
Kasemsand Senumong,M,66,Sumo,270.0,650.0,0.4153846153846154
Kasemsand Senumong,M,nan,Sumo,260.0,617.5,0.42105263157894735
Kasemsand Senumong,M,59,Sumo,170.0,470.0,0.3617021276595745
Sergey Fedosienko,M,59,Sumo,274.0,664.0,0.4126506024096386
Sergey Fedosienko,M,59,Sumo,271.0,669.5,0.40477968633308437
Sergey Fedosienko,M,59,Sumo,270.5,661.0,0.4092284417549168
Sergey Fedosienko,M,59,Sumo,270.0,651.0,0.4147465437788018
Sergey Fedosienko,M,59,Sumo,265.0,660.0,0.4015151515151515
Sergey Fedosienko,M,59,Sumo,260.0,656.0,0.39634146341463417
Sergey Fedosienko,M,59,Sumo,260.0,640.0,0.40625
Sergey Fedosienko,M,59,Sumo,245.0,635.0,0.3858267716535433
Brittany Schlater,F,84+,Conventional,280.0,737.5,0.37966101694915255
Brittany Schlater,F,nan,Conventional,277.5,725.0,0.38275862068965516
Brittany Schlater,F,nan,Conventional,273.5,716.0,0.3819832402234637
Brittany Schlater,F,84+,Conventional,269.5,704.5,0.38254080908445703
Brittany Schlater,F,nan,Conventional,267.5,710.0,0.3767605633802817
Brittany Schlater,F,84+,Conventional,257.5,693.5,0.3713049747656813
Brittany Schlater,F,84+,Conventional,250.0,607.5,0.411522633744856
Brittany Schlater,F,84+,Conventional,240.0,617.5,0.38866396761133604
Brittany Schlater,F,84+,Conventional,237.5,587.5,0.40425531914893614
Natalie Laalaai,F,nan,Conventional,287.5,692.5,0.4151624548736462
Natalie Laalaai,F,84+,Conventional,285.5,688.0,0.41497093023255816
Natalie Laalaai,F,84+,Conventional,273.0,658.0,0.4148936170212766
Natalie Laalaai,F,84+,Conventional,268.0,640.5,0.41842310694769713
Sonita Muluh,F,84+,Conventional,267.5,731.0,0.36593707250341995
Sonita Muluh,F,nan,Conventional,265.0,727.5,0.3642611683848797
Sonita Muluh,F,84+,Conventional,260.5,688.5,0.3783587509077705
Sonita Muluh,F,nan,Conventional,260.0,728.0,0.35714285714285715
Sonita Muluh,F,nan,Conventional,260.0,708.0,0.3672316384180791
Sonita Muluh,F,84+,Conventional,245.0,717.5,0.34146341463414637
Sonita Muluh,F,84+,Conventional,240.0,587.5,0.4085106382978723
Sonita Muluh,F,84,Conventional,230.0,520.0,0.4423076923076923
Amanda Lawrence #1,F,nan,Sumo,269.0,644.0,0.41770186335403725
Amanda Lawrence #1,F,nan,Sumo,268.5,645.0,0.41627906976744183
Amanda Lawrence #1,F,nan,Sumo,262.5,647.0,0.40571870170015456
Amanda Lawrence #1,F,84,Sumo,260.5,636.5,0.40926944226237233
Amanda Lawrence #1,F,84,Sumo,260.0,642.5,0.4046692607003891
Amanda Lawrence #1,F,84,Sumo,257.5,636.5,0.40455616653574233
Amanda Lawrence #1,F,84,Sumo,255.0,627.5,0.4063745019920319
Amanda Lawrence #1,F,84,Sumo,252.5,613.0,0.41190864600326266
Amanda Lawrence #1,F,84,Sumo,252.5,615.0,0.4105691056910569
Agata Sitko,F,nan,Sumo,260.0,628.0,0.4140127388535032
Agata Sitko,F,69,Sumo,255.0,612.5,0.4163265306122449
Agata Sitko,F,nan,Sumo,252.5,618.5,0.4082457558609539
Agata Sitko,F,nan,Sumo,250.0,599.5,0.4170141784820684
Agata Sitko,F,76,Sumo,250.0,613.0,0.4078303425774878
Agata Sitko,F,nan,Sumo,248.5,600.0,0.4141666666666667
Agata Sitko,F,76,Sumo,240.0,590.5,0.40643522438611346
Agata Sitko,F,84,Sumo,240.0,582.5,0.41201716738197425
Agata Sitko,F,76,Sumo,237.5,585.0,0.405982905982906
Agata Sitko,F,nan,Sumo,215.0,556.0,0.38669064748201437
Agata Sitko,F,76,Sumo,202.5,500.5,0.4045954045954046
Jessica Buettner,F,76,Conventional,261.5,585.0,0.44700854700854703
Jessica Buettner,F,nan,Conventional,252.5,580.0,0.4353448275862069
Jessica Buettner,F,76,Conventional,247.5,563.0,0.43960923623445824
Jessica Buettner,F,76,Conventional,245.0,567.5,0.43171806167400884
Jessica Buettner,F,84,Conventional,245.0,567.5,0.43171806167400884
Jessica Buettner,F,76,Conventional,240.0,567.5,0.42290748898678415
Jessica Buettner,F,72,Conventional,237.5,532.5,0.4460093896713615
Jessica Buettner,F,72,Conventional,227.5,504.0,0.4513888888888889
Jessica Buettner,F,72,Conventional,202.0,444.5,0.4544431946006749
Ivana Horná,F,69,Sumo,232.5,525.0,0.44285714285714284
Ivana Horná,F,69,Sumo,232.5,530.0,0.4386792452830189
Ivana Horná,F,76,Sumo,225.0,517.5,0.43478260869565216
Ivana Horná,F,63,Sumo,220.0,492.5,0.4467005076142132
Ivana Horná,F,69,Sumo,220.0,512.5,0.4292682926829268
Ivana Horná,F,63,Sumo,205.0,455.0,0.45054945054945056
Ivana Horná,F,63,Sumo,205.0,475.0,0.43157894736842106
Ivana Horná,F,63,Sumo,202.5,465.0,0.43548387096774194
Ivana Horná,F,63,Sumo,200.0,457.5,0.4371584699453552
Ivana Horná,F,63,Sumo,185.0,420.0,0.44047619047619047
Tasmin Campbell,F,69,Sumo,232.5,537.5,0.4325581395348837
Tasmin Campbell,F,69,Sumo,222.5,512.5,0.43414634146341463
Tasmin Campbell,F,69,Sumo,200.0,477.5,0.418848167539267
Prescillia Bavoil,F,nan,Conventional,237.5,585.0,0.405982905982906
Prescillia Bavoil,F,63,Conventional,231.0,556.5,0.41509433962264153
Prescillia Bavoil,F,63,Conventional,230.5,548.0,0.4206204379562044
Prescillia Bavoil,F,69,Conventional,230.0,567.5,0.4052863436123348
Prescillia Bavoil,F,69,Conventional,222.5,549.0,0.40528233151183973
Prescillia Bavoil,F,nan,Conventional,222.5,548.5,0.4056517775752051
Prescillia Bavoil,F,nan,Conventional,217.5,549.0,0.39617486338797814
Prescillia Bavoil,F,63,Conventional,202.5,490.5,0.41284403669724773
Marte Kjenner,F,69,Conventional,230.0,550.0,0.41818181818181815
Marte Kjenner,F,nan,Conventional,225.0,557.5,0.40358744394618834
Marte Kjenner,F,69,Conventional,220.0,532.5,0.4131455399061033
Marte Kjenner,F,69,Conventional,220.0,550.0,0.4
Marte Kjenner,F,69,Conventional,217.5,524.5,0.41468064823641565
Marte Kjenner,F,69,Conventional,215.0,532.5,0.40375586854460094
Joy Nnamani,F,nan,Sumo,240.0,527.5,0.4549763033175355
Joy Nnamani,F,63,Sumo,231.5,511.5,0.4525904203323558
Joy Nnamani,F,nan,Sumo,230.5,500.5,0.46053946053946054
Joy Nnamani,F,57,Sumo,230.0,495.0,0.46464646464646464
Joy Nnamani,F,57,Sumo,228.0,480.5,0.4745057232049948
Joy Nnamani,F,nan,Sumo,227.5,502.5,0.4527363184079602
Joy Nnamani,F,57,Sumo,225.0,505.0,0.44554455445544555
Joy Nnamani,F,63,Sumo,225.0,505.0,0.44554455445544555
Joy Nnamani,F,57,Sumo,220.5,480.5,0.4588969823100936
Joy Nnamani,F,57,Sumo,203.0,453.0,0.4481236203090508
Joy Nnamani,F,52,Sumo,195.5,430.5,0.454123112659698
Joy Nnamani,F,52,Sumo,192.5,432.5,0.44508670520231214
Joy Nnamani,F,57,Sumo,190.5,415.5,0.4584837545126354
Joy Nnamani,F,52,Sumo,185.0,397.5,0.46540880503144655
Joy Nnamani,F,52,Sumo,182.5,412.5,0.44242424242424244
Alba Boström,F,nan,Sumo,230.0,565.0,0.40707964601769914
Alba Boström,F,63,Sumo,227.5,554.0,0.41064981949458484
Alba Boström,F,63,Sumo,227.5,565.0,0.4026548672566372
Alba Boström,F,nan,Sumo,220.0,542.5,0.4055299539170507
Alba Boström,F,63,Sumo,212.5,525.0,0.40476190476190477
Alba Boström,F,63,Sumo,207.5,500.0,0.415
Alba Boström,F,63,Sumo,195.0,472.5,0.4126984126984127
Alba Boström,F,63,Sumo,192.5,462.5,0.41621621621621624
Natalie Richards #1,F,57,Sumo,225.0,512.5,0.43902439024390244
Natalie Richards #1,F,nan,Sumo,220.0,516.5,0.4259438528557599
Natalie Richards #1,F,57,Sumo,207.5,490.0,0.42346938775510207
Farhanna Farid,F,nan,Sumo,217.0,434.5,0.4994246260069045
Farhanna Farid,F,52,Sumo,209.5,422.0,0.49644549763033174
Farhanna Farid,F,52,Sumo,209.0,416.5,0.5018007202881153
Farhanna Farid,F,52,Sumo,203.0,400.5,0.5068664169787765
Farhanna Farid,F,52,Sumo,200.5,398.0,0.5037688442211056
Evie Corrigan,F,nan,Sumo,208.5,481.0,0.43347193347193347
Evie Corrigan,F,nan,Sumo,207.5,477.5,0.43455497382198954
Evie Corrigan,F,52,Sumo,205.0,480.0,0.4270833333333333
Evie Corrigan,F,nan,Sumo,202.5,460.0,0.44021739130434784
Evie Corrigan,F,nan,Sumo,202.5,477.5,0.42408376963350786
Evie Corrigan,F,57,Sumo,200.0,470.0,0.425531914893617
Evie Corrigan,F,52,Sumo,200.0,477.5,0.418848167539267
Evie Corrigan,F,52,Sumo,197.5,460.0,0.42934782608695654
Evie Corrigan,F,57,Sumo,178.0,420.5,0.4233055885850178
Evie Corrigan,F,52,Sumo,160.0,385.5,0.4150453955901427
Jessica Espinal,F,47,Sumo,186.0,433.5,0.4290657439446367
Jessica Espinal,F,47,Sumo,177.5,415.0,0.42771084337349397
Jessica Espinal,F,47,Sumo,175.0,412.5,0.42424242424242425
Aurélie Nguyen,F,47,Conventional,185.0,407.5,0.4539877300613497
Aurélie Nguyen,F,nan,Conventional,172.5,387.5,0.44516129032258067
Aurélie Nguyen,F,47,Conventional,172.5,395.0,0.43670886075949367
Aurélie Nguyen,F,47,Conventional,170.5,385.5,0.44228274967574577
Heather Connor,F,47,Sumo,212.5,435.0,0.4885057471264368
Heather Connor,F,47,Sumo,200.0,407.5,0.49079754601226994
Heather Connor,F,47,Sumo,185.0,397.5,0.46540880503144655
Heather Connor,F,47,Sumo,176.0,378.5,0.46499339498018494
Heather Connor,F,47,Sumo,170.0,372.5,0.4563758389261745
Heather Connor,F,47,Sumo,165.0,350.0,0.4714285714285714
Cherry Yeung,F,43,Sumo,146.0,313.5,0.46570972886762363
Polina Pavlova,F,43,Sumo,136.0,291.0,0.46735395189003437
Kozue Nemoto,F,43,Unknown,135.0,270.0,0.5
